label,tokenized
0,애벌레 마리 배송 되어다 잎 구멍 숭숭 줄기 애벌레 똥 굳이 유기농 인증 애벌레 하다 되다 애벌레 똥 때문 악취 덤 받다
0,화면 흐리다
1,노니 주스 처음 먹다 보다 물 희다 해 먹다 좋다 같다 우선 물 먹다 고 좋다
1,재다 늘 쓰다 주문 하다 개다 플라스틱 포장 아니다 재다 매다 플라스틱 용기 있다 걸 주문 하다
1,배송 빠르다 꼼꼼하다 포장 되다 오다
1,배고프다 오
0,재다 곰팡이 피다 냄새 도나 배송 받다 꼼꼼하다 보다 하다 넘다 늦다 발견 하다 버리다 되다 같다
0,휴지 하나 한번 드럽다 무엇 부실하다 벽 걸다 부딪히다 커버 바로 떨어지다 파손 되다
1,재다 늘 사먹다 우유 비리다 없다 고소하다 국산 더 진하다 멸균 우유 부담 없다 추천 캡 있다 나누다 먹기 편하다
1,재다 아주 만족하다 계속 구매 하다 중
0,음 아쿠아 월드 프로 되다 현장 할인 받다 대명 회원 가입 할인 받다
1,하루 온 배송 상태 좋다 이틀 라면 녹다 해 포장 신경 쓸다 하다 아주 만족하다 이제 맛보다
0,분 말씀 익다 자마자 하나 찌다 보다 밤맛 안나 그냥 밍밍 호박 맛 여름 다가오다 밤 호박 무진장 시키다 먹다 풋내 나다 처음 요 익다 월 수확 예정 곳 기다리다 시키다 먹다
1,배송 빠르다 자다 받다 쫀쫀 하다 알다 그냥 스판기 아예 없다 후크 때문 살이 좀 슬려 거슬리다
0,좀휘 어진 오어 귀찮다 그냥 써다
0,가루 날다 눈 들어가다
1,집 맞다 좋다
1,재다 두번째 구매 신선하다 간도 적당하다 크기 적당하다 맛있다
0,사기 크기 팔다 치도 안되다 칵 반품 하다 찬 쓴다 걸 노리 팔다 모르다 양심 파라
1,기다리다 보람 기다리다 보람 있다 싱랑 저 보고 하다 기저귀 파우치 하다 퀄리티 아깝다
0,마감 별로 이다 더 싸다 제품 안좋다
1,배송 상품 편하다 좋다 여
1,등산 하다 때 차다 하다 때 좋다
0,배송 빨 좋다 좋다 화장품 본인 맞다 좋다 화장품 듯 하다 저 오히려 트러블 더 올라오다 흡수 좋다 더 건조하다 느껴지다
1,자다 받다 향 좋다 좋다
0,제거 안 지방 기름 많다 고기 두껍다 일반 갈비 같다 느낌 아니다 갈비찜 해먹 늘다 느낌
1,재다 가격 좋다 쓰기 좋다 움
0,차이 안 느껴지다 다른 샴푸 구매 하다
1,해외 배송 생각 도착 거 같다 양도 많다 좋다
0,알갱이 새다 포장 안 구르다 다니다 별로 부풀다 오르다 않다 냉감 효과 거의 없다
1,기본 템 두루 두루 자다 써다 듯
1,생각 푹신하다
0,깔끔하다 좋다 자다 떨어지다
1,상품 좋다 배송 빠르다 생각 크다 젤 작다 살다 그렇다 자다 쓸다 판단 미스
1,배송 빨랏 크기 적당하다 아기 이유식 큐브 좋다 같다
1,작동 자다 되다 건전지 사다 않다 되다 좋다
0,높다 낮 자다 맞다 구매 이번 껀 상태 루
1,타다 컵 받침 찾다 만족하다 결 모양 다르다 해 중심 안 맞다 있다 민감하다 분 고민 해보다 저 가격 대비 괜찮다 쓰리다
1,조립 되다 오 편하다 배송 빠르다 아이 좋아하다
1,탄탄하다 견고하다 아기 놀이 요
0,배송 써비스 좋다 릴 기스 있다 스 있다 제품 받다 기분 좋다 사람 없다 하다
0,제품 조립 품질 별로 설치 기사 대응 아쉽다 제 다시 조립 하다
1,편의점 더 싸다 좋다 굿 이다
1,진짜 오다 빠르다 배송 감사하다
0,치약 모서리 날카롭다 개인 적다 테 향 거품 별로 같다
0,약하다 약하다 아이 스 닥 맞다 폭도 작고 약하다 조립 쉽다 반품 비 아깝다 그냥 사용 하다
1,사진 꼭 같다
1,유통기간 완전 기다 감사하다
1,무난 하다 쓰기 나쁘다 않다 컬러 원하다 차분하다 차콜 그레이 면 촉감 나쁘다 않다 조금 얇다 감 있다
0,쓰다 하다 귀찮다 연락 하다 통 하나 넘치다 흐르다 왓
1,귀엽다 캐릭터 있다 좋다
1,니트릴 장갑 와이프 여러 용도 사용 하녀 만족하다
1,재다 신선하다 맛있다 찌개 거리 좋다
1,수납 장마 되다 깔끔하다 정리 하다
1,위생 팬티 두껍다 않다 좋다
0,여름 입다 잠옷 허리 밴드 꽉끼 덥다 원단 어떻다 이다 개 구매 하다 후회되다 친구 벌 주다 땀 흡수 안되다 불편하다 디자인 예쁘다 참고 하다
1,색깔 예쁘다 좋다
0,받다 사용 하다 단계 생각 녹다 코 들러붙어 자다 되다 않다
1,차다 편하다
0,불투명하다 흰색 쌀 덜 익다 열다 때 흰색 많다 쌀 처음
0,한번 쓰다 쓰다 허다 접해
1,디자인 예쁘다 만족하다 상품 이구 수납 넉넉하다 정리 깔끔하다 되다 처음 색구 특유 냄새 때매 좀 지금 다날 아가서 좋다 견고하다 손잡이 느슨하다 몇번 돌려주다 손잡이 꼭지 좀 튼튼하다 만들다 야하다 듯
1,다우니 좋다 향 진짜 좋다 써다 재다 의사
0,재다 매우 만족하다 진짜 짱
1,자다 받다 하루 먹다 있다
0,맛 별로 약하다 사다 아니다 같다
0,선택 제품 색상 색상 제품 보내다 미리 안내 없다 서비스 마인드 최악 귀찮다 반품 안함
0,검정색 물이 빠지다 노란색 옷 검정색 변하다
1,정말 좋다 써다
1,맛있다 조금 짜다 같다
0,불 판이 갈라지다 틈새 기름 면서 불도 붙다 엉망 요 이렇다 제품 다른 고객 늘다 판매 하다 않다 하다
0,식용유 피넛 버터 조금 넣다 맛 버터 기르다 맛 아니다 둥둥 떠다니다 액체 기름 맛 먹다 느끼하다
1,인형 드리다 봣 실 부드럽다 좋다
0,고정 시키다 부분 헐겁다 허다 접합 니
0,추천 하다 않다 배송 걸리다
1,금욜 점심때 구매 하다 월욜왔어 실물 보다 좋다 유치원 나들이 외출 시 물통 들다 다니다 생기다 구매 하다
1,재다 존맛 이다 그냥 정기 주문 하다
0,컴퓨터 연결 아예 안되다
0,배송 넘다 늦다 다르다 없다
1,예쁘다 편리하다 만족하다
0,사용 전이 배송 빠르다 좋다 보이다 눈 깔다 부분 좀 약 해보다 접착 떨어지다 보이
0,비추다 이다 버스 탈때 안되다 이유 모르다 덥다 거 바꾸다 여기 살 메리트 없다
0,떨어지다
1,배송 빠르다 효과 좋다 냄새 좀 심하다 환기 시키다 하다
0,불량 안 펴다 거 힘 펼치다 조립 하다 마당 두다 바가지 쓸다 느낌 떨치다 낼 수가 없다
1,신혼부부 잠옷 그레이 맞추다 입다 아주 만족하다
0,옐로우 아니다 머스타드
1,늦다 죄송하다 번창 하다 배송 빠르다 필요없다
1,무료 체험 매번 여기 구입 하다 잘쓰다 감사하다
0,배송 되다 찍히다 인하다 파손 돼다 목 부분 중고 더럽다
0,돈 아깝다 연결 부위 자꾸 빠지다 쓰다
0,배송 빠르다 하루 도착
0,작년 서비스 달력 받다 생각 주문 하다 퀄리티 넘다 떨어지다 작년 사진 재질 코딩 되다 느낌 재다 이번 온건 종이 재질 완전 실망하다 색감 다르다 돈 주다 게 서비스 하다
0,가죽 클리 너 줄 알 자다 못 사다 가죽 사용 하다 안되다
1,재다 아주 만족스럽다 가격 착하다
1,디자인 깔끔하다 품질 좋다
1,보습 좋다 지금 건선 심다 바르다 촉촉하다
0,가격 하다 같다
1,개운하다 좋다
1,냉동 꽃게 대량 주문 가을 활 꽃게 특가 나오다 주문 해보다 괜찮다 오다 맛 좋다
0,엉덩이 쪽 깊이 들어가다 있다 계속 앉다 있다 보다 불편하다 방석 필수
1,가격 퀄 리트 완전 만족
0,어제 부탁 도착 되어다 택배 온건 안온 건지다 알다 없다
1,아이 장난감 상자 구입 하다 완전하다 흰색 아니다 살짝 물이 섞이다 흰색 이다 반투명 흰색 기대하다 살짝 덜 예쁘다 참고 하다
1,금요일 오전 시 반 주문 하다 토요일 아침 오다 배송 깜짝 놀람 화상 때문 흉터 생기다 임산부 흉터 연고 쓸다 수가 없다 걸 꾸준하다 바르다 사다 더 안심 치약 넣다 감사하다
0,무료 체험 그냥 개 짜다 원
0,쿠션 솜 추가 구매 하라 구가 무크 있다 미치다 확인 못 이제야 다시 주문 하다
0,할인 되다 가격 정상 요금 아니다 원 장난감 요
1,색도 이쁘다 기다 좋다
0,싸다 한번 사보다
1,우유 새다 않다 좋다 빨대 나오다 좀 힘드다 가보다
1,재다 저번 주문 또 주문 하다 커피 대용 구수하다 맛있다 같다
0,배송 일이 일주일 더 걸리다 배송 시작 같다 씨제이 택배 대전 가다 며칠 묵혔 다가 배송 되어다 우리나라 택배 일주일 넘다 걸리다 말 되다 않다
1,퉈 너 어어 아라라
1,불 냉면 육수 필요하다
1,매트리스 높이 정도 이다 여유 있다 맞다 배송 빠르다 겨 도착 좋다
0,생각 안이 보이다
1,저렴하다 가격 좋다 제품 구매 하다
0,손잡이 잃어버리다 사다 기존 다른 헐다 렁 거리 고정 안되다 신경 쓰이다
0,다음 더 길다 크다 걸 사다 하다 해
1,향 좋다 계속 쓸다 같다
1,입다 사지 말르다 신랑 아주 좋아하다 입다
1,배송 좀 늦다 하다 튼튼하다 지난 일요일 주문 후 거의 일주일 꽉 채우다 서다 받다 길이 이상인 제품 추가 배 송료 있다 일괄 배송 하다 좀 늦다 연락 받다 하다 받다 길이 가다 그렇다 약간 틀어지다 같다
0,코로나 때문 배송 늦다 가요 우리 집 달팽이 죽 뻔 하다 배송 늦다
0,택배 분실 이요
1,그냥 윈도우 마크 에디 션 괜찮다 가격 구매 하다 돈 되다 자바 에디 션 추천 하다
0,찢다 지다 오다
1,잘쓰다 지다
0,싸다 봉 터지다 오다 같다 가격
0,일 하다 중 안 큐빅 빠지다 버리다 하다 되엇네
1,빠르다 배송 이벤트 좋다
1,수박화채 하다 사다
0,치약 짜개 용 사시 거 사지 말다 크다 세우다 고정 돼다
1,배송 빠르다 충전 역시 빠르다
1,재다 급하다 주문 하다 사이즈 잘맞다 쓰다
0,사이즈 크다 편이 구 편하다 운동 하다 때 발 못자다
0,싸다 구매 하다 가격 정도 품질 이다
1,재다 두번째 구입 자다 먹이 있다
0,개다 햇 늘다 같다 은색 보내다 센스 있다 색다르다 보내다
0,깨다 오다 차 나서다 쓸다
0,드라이 거 반품 해주다 짜증나다 그냥 쓰다 보풀 세탁 한번 더 하다 쓰다 만원 넘다 돈 사다 어이없다
0,속이다 안 보이 하다 사다 치마 속이다 비치다 무용지물 요 반품 싶다 배송비 넘다 비싸다 그냥 두다
1,자다 썻 숫자 생각 크다
0,뚜껑 부분 자다 벗겨지다 버리다
0,펌프 불량 이다 펌프 불량 오다 청소기 하다 펌프 아예 힘 없다 손바닥 대보다 흡입 안되다
1,퀄리티 좀 구리 만족하다
1,앉다 있다 엉덩이 안 아프다
0,포장 박스 가물 젖다 찢어지다 케리 약간 찌그러지다 오다
1,저렴하다 구매 하다 잘쓰다 화장실 전혀 미끄럽다 않다 좋다
1,수정 하다 구매 하다 좋다
1,옵션 해주다 구입 하다 편하다 주시 망치다 사용 하다 쫌
1,생각 외로 자다 먹다 넘다 귀엽다 햇 늘다 정말 싸이 앙증 맞다 전날 밤 급여 하다 아침 보다 확실하다 차이나다 갉다
0,만원 아깝다 정도 영상 다르다
0,씹다 끼 심하다 구역질 효과 모르다
1,크기 튼튼하다 좋다 직사각형 모양 자다 정이 안되다 뚜껑 다 놀다 튼튼하다 크기 색 이렇다 맘 들어서다 추천 뇽
0,딱딱하다 마사지 하다 때 아프다
1,조리 쓰다 제품 믿다 사다 할인 쿠폰 써다 저렴하다 서비스 깔대기 및 용품 하나 더보 내주다 잘쓰다 습 니당다
0,거품 안나 묽다 칫솔 짜다 흐르다 버리다 천연 하다 구매 하다 큰일 요
0,병 걸리다 가리비 주다 하다 보고 깜짝 놀래다 식구 먹다 멀다 멀다 걸 사다 타박 하다 말 해주다 양심 없다 절대 사먹다 말다 하다 개 먹다 버리다 이름 기억 하다 또 살다 일이 없다 하다
1,가격 대비 품질 말 하다 최고
0,기다리다 받다 기재 되다 사이즈 다르다 덕분 선물
1,촉촉하다 부드럽다 인생 탬 생기다 기분 이다
1,재다
0,상품 평 도톰하다 하다 조금 더 비싸다 주문 하다 저렴하다 보다 더 얇다 별로 가격 오르다 되어다 있다 세트 주문 하다 배송 되다 사이 가격 내리다 여러가지 불만족 스럽다
0,데 좋다 배 나오다 사람 구매 다시 생각 보기 부담스럽다
0,이다
1,논 슬립 편리하다 바지 정리 되다 깔끔하다
1,조립 쉬다 소리 조용하다 좋다
1,생각 하다 같다 편하다 줄 조절 자다 안되다 겨우 밀다 넣다 겨우 가능하다
0,욕조 옆 부착 하다 하루 떨어지다
1,냉온 되다 편리하다 선물 용 좋다
1,재다 예방 차원 기적 바르다 있다 날 파리 들어오다 죽다
1,재다 매일 잘쓰다 있다
1,이뽀용
1,향 가다 좋다
1,포장 깔끔하다 배송 되다 오다 터치 편하다
0,물다 두께 얇다 전체 얇다 아기 물다 않다
1,때 자다 끼다 살짝 조이 맞다 손가락 굵다 보통 분 자다 쓸다 같다
0,내장 제거 안되다
1,포장 꼼꼼하다 잘해주다 맛 최고 요즘 곡물 시리얼 푹 빠지다
0,환불 안되다 신중하다 구입 하다 필요 있다
1,배송 정말 빨르다 택배 뒷돈 주다 어떻다 지금 오다 상품 정말 맘에듭니 계속 번창 하다 계속 주문 하다
1,수납 공간 최고 같다
1,교체 쉽다 배터리 수명 때 교환 하다 가다
0,분홍색 사서 이향 기대 하다 보다 음 무향 덥다 듯
0,배송 상품 모두 무난 하다
0,액체 류 가다 사다 보다 식초 새다 박스 젖다 오다
0,시간 대다 안방 거실 계속 틀어놓다 모기 벌레 마리 없다 계속 틀다 보다
0,달기 하다 좀
1,괜찮다 해주다 감사하다 양배추 아니다 다른 양배추 즙 먹다 대요 구수하다 맛 다음 구매 하다 하다
0,굉장하다 허다 접합 니 구매 시 참고 하다
1,좋다 사다 하다 해
0,월 구매 하다 이불 베개 커버 색상 차이 있다 교환 하다 받다 또 차이 나서다 교환 받다 이면 구매 한지 째다 색상 확인 안 포장 하다 정말 화나다
0,불편하다 낮다 베개 찾다 주문 하다 저 불편하다
0,마감 제대로 안되다 거치다 나무 표면 손 다치다 여기저기 파손 되다 있다 교환 신청 하다 달 전화 서다 죄송하다 어의 없다
0,생각 컬 유지 자다 안되다 자다 올라가다
0,돈 아깝다 압축 전혀 안되다
0,꺼칠하다 바람 들어오다
0,맘 카페 쫀쫀 고정 정말 되다 후기 좋다 구입 하다 미끄러지다 자다 감다 않다 고정 안되다 체적 난국 요 사용 못 버리다
1,컴퓨터 사용 하다 책상 정말 예쁘다
1,보다 이쁘다 사다 개 이뿌다 잘쓰다 감사하다
0,불량 제품 보내다 공기 금방 빠지다 버리다 확인 후 연락 줄다
1,정성 포장 해주다 좋다 선물 되다 같다 설 즈음 하다 급하다 주문 하다 오다 다행 이다 시식 용도 주다 맛 보다 쫀득하 식 감다 좋다 맛있다
0,크루즈 너 차 맞다 그랜저 분 드리다
0,왤케약해 조립 하다 때 조심하다 받다 뿌서짐
0,나사 들어가다 구멍 조립 하다 과정 앞뒤 일치 되다 않다 드릴 구멍 뚫다 맞추다 조립 하다 뚫다 있다 드릴 없다 사용 하다 하다 뻔 하다
0,향균 눈 티 안나 모르다 그냥 그렇다 싸다 거사 하하 알콜 금방 나르다
0,친정 엄마 추천 작년 주문 하다 먹다 있다 이번 김치 심하다 짜다 평소 간 세다 먹다 펴다 이건 먹다 여지 껏 적 없다 아쉽다
0,대나무 크기 색상 상세 페이지 사진 동일하다 다만 대나무 말다 정리 하다 때 가루 좀 떨어지다
1,선물 하다 드렀 늘다 잘쓰다
1,좋다 신발 완전 이쁘다 진짜 맘 들다 다음 여기 또 사고 싶다 추천 하다
0,전화 한번 못 받다 하다 배송 달 이상 걸리다 상담 분 늘 해피 콜 외치다
